instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timespan
1787,2011-03-20,spring,2011,3,3,0,Monday,0,1,11.48,13.635,56.00000000000001,16.997899999999998,1,11,12,non-office hour
1788,2011-03-20,spring,2011,3,4,0,Monday,0,1,10.66,12.879999999999999,56.00000000000001,15.001299999999999,2,1,3,non-office hour
1789,2011-03-20,spring,2011,3,5,0,Monday,0,1,10.66,12.879999999999999,60.0,12.998000000000001,3,6,9,non-office hour
1790,2011-03-20,spring,2011,3,6,0,Monday,0,1,10.66,12.879999999999999,60.0,15.001299999999999,1,3,4,non-office hour
1791,2011-03-20,spring,2011,3,7,0,Monday,0,1,9.84,11.365,60.0,15.001299999999999,5,9,14,non-office hour
1792,2011-03-20,spring,2011,3,8,0,Monday,0,1,11.48,13.635,56.00000000000001,11.0014,7,30,37,non-office hour
1793,2011-03-20,spring,2011,3,9,0,Monday,0,1,12.299999999999999,15.15,52.0,8.9981,35,43,78,office hour
1794,2011-03-20,spring,2011,3,10,0,Monday,0,2,13.120000000000001,17.424999999999997,45.0,0.0,55,81,136,office hour
1795,2011-03-20,spring,2011,3,11,0,Monday,0,1,13.940000000000001,17.424999999999997,39.0,7.0015,92,111,203,office hour
1796,2011-03-20,spring,2011,3,12,0,Monday,0,1,14.76,18.18,40.0,7.0015,120,108,228,office hour
1797,2011-03-20,spring,2011,3,13,0,Monday,0,1,15.58,19.695,34.0,0.0,88,115,203,office hour
1798,2011-03-20,spring,2011,3,14,0,Monday,0,1,16.400000000000002,20.455000000000002,30.0,0.0,145,134,279,office hour
1799,2011-03-20,spring,2011,3,15,0,Monday,0,1,16.400000000000002,20.455000000000002,32.0,6.0032,172,136,308,office hour
1800,2011-03-20,spring,2011,3,16,0,Monday,0,1,17.22,21.21,32.0,0.0,92,132,224,office hour
1801,2011-03-20,spring,2011,3,17,0,Monday,0,1,16.400000000000002,20.455000000000002,35.0,19.0012,83,143,226,office hour
1802,2011-03-20,spring,2011,3,18,0,Monday,0,1,15.58,19.695,40.0,23.9994,58,98,156,non-office hour
1803,2011-03-20,spring,2011,3,19,0,Monday,0,1,14.76,16.665,43.0,19.0012,21,58,79,non-office hour
1804,2011-03-20,spring,2011,3,20,0,Monday,0,1,14.76,16.665,46.0,19.0012,21,46,67,non-office hour
1805,2011-03-20,spring,2011,3,21,0,Monday,0,2,13.940000000000001,15.909999999999998,53.0,19.0012,10,39,49,non-office hour
1806,2011-03-20,spring,2011,3,22,0,Monday,0,2,13.940000000000001,15.15,53.0,22.0028,8,30,38,non-office hour
1807,2011-03-20,spring,2011,3,23,0,Monday,0,3,13.940000000000001,15.15,61.0,26.0027,13,11,24,non-office hour
1808,2011-03-21,summer,2011,3,0,0,Tuesday,1,3,13.940000000000001,15.15,66.0,26.0027,2,11,13,non-office hour
1809,2011-03-21,summer,2011,3,1,0,Tuesday,1,2,13.940000000000001,15.15,71.0,26.0027,1,6,7,non-office hour
1810,2011-03-21,summer,2011,3,2,0,Tuesday,1,2,13.940000000000001,15.15,71.0,22.0028,1,5,6,non-office hour
1811,2011-03-21,summer,2011,3,3,0,Tuesday,1,2,13.940000000000001,15.15,71.0,22.0028,0,1,1,non-office hour
1812,2011-03-21,summer,2011,3,5,0,Tuesday,1,1,13.120000000000001,15.15,81.0,19.999499999999998,1,1,2,non-office hour
1813,2011-03-21,summer,2011,3,6,0,Tuesday,1,3,13.120000000000001,15.15,76.0,16.997899999999998,2,30,32,non-office hour
1814,2011-03-21,summer,2011,3,7,0,Tuesday,1,3,12.299999999999999,13.635,87.0,27.999299999999998,3,15,18,non-office hour
1815,2011-03-21,summer,2011,3,8,0,Tuesday,1,2,12.299999999999999,13.635,87.0,27.999299999999998,3,95,98,non-office hour
1816,2011-03-21,summer,2011,3,9,0,Tuesday,1,2,13.940000000000001,15.15,81.0,22.0028,12,115,127,office hour
1817,2011-03-21,summer,2011,3,10,0,Tuesday,1,2,15.58,19.695,76.0,26.0027,17,45,62,office hour
1818,2011-03-21,summer,2011,3,11,0,Tuesday,1,2,17.22,21.21,71.0,19.999499999999998,32,47,79,office hour
1819,2011-03-21,summer,2011,3,12,0,Tuesday,1,2,18.04,21.97,77.0,16.997899999999998,25,56,81,office hour
1820,2011-03-21,summer,2011,3,13,0,Tuesday,1,2,20.5,24.240000000000002,63.0,15.001299999999999,35,77,112,office hour
1821,2011-03-21,summer,2011,3,14,0,Tuesday,1,2,22.14,25.759999999999998,64.0,15.001299999999999,36,65,101,office hour
1822,2011-03-21,summer,2011,3,15,0,Tuesday,1,2,22.96,26.515,60.0,15.001299999999999,41,66,107,office hour
1823,2011-03-21,summer,2011,3,16,0,Tuesday,1,2,22.14,25.759999999999998,64.0,19.0012,29,112,141,office hour
1824,2011-03-21,summer,2011,3,17,0,Tuesday,1,2,22.14,25.759999999999998,64.0,16.997899999999998,41,231,272,office hour
1825,2011-03-21,summer,2011,3,18,0,Tuesday,1,2,21.32,25.0,72.0,15.001299999999999,44,232,276,non-office hour
1826,2011-03-21,summer,2011,3,19,0,Tuesday,1,1,23.779999999999998,27.275,60.0,27.999299999999998,22,199,221,non-office hour
1827,2011-03-21,summer,2011,3,20,0,Tuesday,1,1,22.96,26.515,64.0,12.998000000000001,16,106,122,non-office hour
1828,2011-03-21,summer,2011,3,21,0,Tuesday,1,1,18.86,22.725,94.0,12.998000000000001,12,79,91,non-office hour
1829,2011-03-21,summer,2011,3,22,0,Tuesday,1,1,18.86,22.725,88.0,15.001299999999999,18,60,78,non-office hour
1830,2011-03-21,summer,2011,3,23,0,Tuesday,1,1,18.86,22.725,88.0,6.0032,8,22,30,non-office hour
1831,2011-03-22,summer,2011,3,0,0,Wednesday,1,1,18.86,22.725,88.0,12.998000000000001,4,7,11,non-office hour
1832,2011-03-22,summer,2011,3,1,0,Wednesday,1,1,17.22,21.21,100.0,8.9981,6,13,19,non-office hour
1833,2011-03-22,summer,2011,3,2,0,Wednesday,1,1,18.04,21.97,94.0,6.0032,0,1,1,non-office hour
1834,2011-03-22,summer,2011,3,3,0,Wednesday,1,1,18.04,21.97,82.0,15.001299999999999,3,2,5,non-office hour
1835,2011-03-22,summer,2011,3,4,0,Wednesday,1,2,17.22,21.21,82.0,11.0014,0,1,1,non-office hour
1836,2011-03-22,summer,2011,3,5,0,Wednesday,1,2,16.400000000000002,20.455000000000002,87.0,8.9981,1,11,12,non-office hour
1837,2011-03-22,summer,2011,3,6,0,Wednesday,1,1,16.400000000000002,20.455000000000002,87.0,16.997899999999998,2,58,60,non-office hour
1838,2011-03-22,summer,2011,3,7,0,Wednesday,1,2,16.400000000000002,20.455000000000002,76.0,7.0015,4,132,136,non-office hour
1839,2011-03-22,summer,2011,3,8,0,Wednesday,1,2,16.400000000000002,20.455000000000002,57.99999999999999,19.999499999999998,24,312,336,non-office hour
1840,2011-03-22,summer,2011,3,9,0,Wednesday,1,2,16.400000000000002,20.455000000000002,57.99999999999999,31.0009,19,159,178,office hour
1841,2011-03-22,summer,2011,3,10,0,Wednesday,1,2,18.04,21.97,54.0,19.999499999999998,29,95,124,office hour
1842,2011-03-22,summer,2011,3,11,0,Wednesday,1,1,18.04,21.97,51.0,22.0028,22,64,86,office hour
1843,2011-03-22,summer,2011,3,12,0,Wednesday,1,1,18.86,22.725,47.0,16.997899999999998,35,86,121,office hour
1844,2011-03-22,summer,2011,3,13,0,Wednesday,1,1,20.5,24.240000000000002,45.0,15.001299999999999,21,85,106,office hour
1845,2011-03-22,summer,2011,3,14,0,Wednesday,1,1,20.5,24.240000000000002,42.0,22.0028,30,71,101,office hour
1846,2011-03-22,summer,2011,3,15,0,Wednesday,1,1,20.5,24.240000000000002,42.0,15.001299999999999,55,79,134,office hour
1847,2011-03-22,summer,2011,3,16,0,Wednesday,1,1,20.5,24.240000000000002,42.0,7.0015,40,125,165,office hour
1848,2011-03-22,summer,2011,3,17,0,Wednesday,1,1,20.5,24.240000000000002,42.0,7.0015,42,265,307,office hour
1849,2011-03-22,summer,2011,3,18,0,Wednesday,1,1,19.68,23.485,44.0,6.0032,41,271,312,non-office hour
1850,2011-03-22,summer,2011,3,19,0,Wednesday,1,2,18.04,21.97,54.0,16.997899999999998,22,142,164,non-office hour
1851,2011-03-22,summer,2011,3,20,0,Wednesday,1,2,18.04,21.97,54.0,23.9994,19,116,135,non-office hour
1852,2011-03-22,summer,2011,3,21,0,Wednesday,1,2,17.22,21.21,54.0,19.0012,24,63,87,non-office hour
1853,2011-03-22,summer,2011,3,22,0,Wednesday,1,2,16.400000000000002,20.455000000000002,57.99999999999999,16.997899999999998,13,57,70,non-office hour
1854,2011-03-22,summer,2011,3,23,0,Wednesday,1,2,16.400000000000002,20.455000000000002,57.99999999999999,16.997899999999998,4,28,32,non-office hour
1855,2011-03-23,summer,2011,3,0,0,Thursday,1,3,14.76,17.424999999999997,71.0,15.001299999999999,3,8,11,non-office hour
1856,2011-03-23,summer,2011,3,1,0,Thursday,1,3,13.940000000000001,15.909999999999998,76.0,15.001299999999999,0,7,7,non-office hour
1857,2011-03-23,summer,2011,3,2,0,Thursday,1,3,13.940000000000001,15.909999999999998,76.0,15.001299999999999,1,1,2,non-office hour
1858,2011-03-23,summer,2011,3,3,0,Thursday,1,2,13.940000000000001,15.909999999999998,76.0,16.997899999999998,0,3,3,non-office hour
1859,2011-03-23,summer,2011,3,5,0,Thursday,1,3,13.120000000000001,15.909999999999998,87.0,12.998000000000001,0,10,10,non-office hour
1860,2011-03-23,summer,2011,3,6,0,Thursday,1,2,13.940000000000001,15.909999999999998,87.0,16.997899999999998,1,43,44,non-office hour
1861,2011-03-23,summer,2011,3,7,0,Thursday,1,2,13.120000000000001,15.15,93.0,15.001299999999999,7,111,118,non-office hour
1862,2011-03-23,summer,2011,3,8,0,Thursday,1,2,13.120000000000001,15.909999999999998,87.0,12.998000000000001,14,247,261,non-office hour
1863,2011-03-23,summer,2011,3,9,0,Thursday,1,2,13.120000000000001,15.15,81.0,16.997899999999998,8,174,182,office hour
1864,2011-03-23,summer,2011,3,10,0,Thursday,1,2,13.940000000000001,15.909999999999998,81.0,19.0012,15,60,75,office hour
1865,2011-03-23,summer,2011,3,11,0,Thursday,1,2,13.940000000000001,16.665,87.0,12.998000000000001,18,53,71,office hour
1866,2011-03-23,summer,2011,3,12,0,Thursday,1,2,13.940000000000001,15.909999999999998,87.0,15.001299999999999,14,73,87,office hour
1867,2011-03-23,summer,2011,3,13,0,Thursday,1,3,13.940000000000001,16.665,87.0,8.9981,14,94,108,office hour
1868,2011-03-23,summer,2011,3,14,0,Thursday,1,2,14.76,18.18,87.0,7.0015,13,71,84,office hour
1869,2011-03-23,summer,2011,3,15,0,Thursday,1,2,15.58,19.695,82.0,15.001299999999999,11,74,85,office hour
1870,2011-03-23,summer,2011,3,16,0,Thursday,1,2,16.400000000000002,20.455000000000002,76.0,15.001299999999999,13,123,136,office hour
1871,2011-03-23,summer,2011,3,17,0,Thursday,1,2,16.400000000000002,20.455000000000002,76.0,15.001299999999999,28,245,273,office hour
1872,2011-03-23,summer,2011,3,18,0,Thursday,1,3,15.58,19.695,82.0,16.997899999999998,20,218,238,non-office hour
1873,2011-03-23,summer,2011,3,19,0,Thursday,1,3,15.58,19.695,82.0,16.997899999999998,12,147,159,non-office hour
1874,2011-03-23,summer,2011,3,20,0,Thursday,1,3,14.76,15.15,87.0,43.000600000000006,3,72,75,non-office hour
1875,2011-03-23,summer,2011,3,21,0,Thursday,1,3,13.120000000000001,14.395,100.0,27.999299999999998,0,22,22,non-office hour
1876,2011-03-23,summer,2011,3,22,0,Thursday,1,2,13.120000000000001,15.909999999999998,93.0,11.0014,6,38,44,non-office hour
1877,2011-03-23,summer,2011,3,23,0,Thursday,1,3,13.120000000000001,16.665,90.0,0.0,2,24,26,non-office hour
1878,2011-03-24,summer,2011,3,0,0,Friday,1,2,13.120000000000001,15.15,93.0,15.001299999999999,0,11,11,non-office hour
1879,2011-03-24,summer,2011,3,1,0,Friday,1,2,12.299999999999999,14.395,100.0,15.001299999999999,0,3,3,non-office hour
1880,2011-03-24,summer,2011,3,2,0,Friday,1,2,12.299999999999999,14.395,100.0,16.997899999999998,0,6,6,non-office hour
1881,2011-03-24,summer,2011,3,3,0,Friday,1,2,11.48,13.635,100.0,12.998000000000001,1,0,1,non-office hour
1882,2011-03-24,summer,2011,3,4,0,Friday,1,2,11.48,13.635,100.0,12.998000000000001,0,1,1,non-office hour
1883,2011-03-24,summer,2011,3,5,0,Friday,1,2,11.48,13.635,93.0,15.001299999999999,1,8,9,non-office hour
1884,2011-03-24,summer,2011,3,6,0,Friday,1,2,11.48,13.635,93.0,15.001299999999999,0,41,41,non-office hour
1885,2011-03-24,summer,2011,3,7,0,Friday,1,3,10.66,12.879999999999999,100.0,15.001299999999999,2,106,108,non-office hour
1886,2011-03-24,summer,2011,3,8,0,Friday,1,3,10.66,11.365,100.0,19.999499999999998,4,120,124,non-office hour
1887,2011-03-24,summer,2011,3,9,0,Friday,1,2,10.66,12.879999999999999,93.0,15.001299999999999,3,94,97,office hour
1888,2011-03-24,summer,2011,3,10,0,Friday,1,2,10.66,11.365,93.0,22.0028,10,55,65,office hour
1889,2011-03-24,summer,2011,3,11,0,Friday,1,2,12.299999999999999,13.635,81.0,19.999499999999998,10,61,71,office hour
1890,2011-03-24,summer,2011,3,12,0,Friday,1,2,12.299999999999999,13.635,70.0,22.0028,12,82,94,office hour
1891,2011-03-24,summer,2011,3,13,0,Friday,1,2,13.120000000000001,15.15,70.0,15.001299999999999,11,90,101,office hour
1892,2011-03-24,summer,2011,3,14,0,Friday,1,2,12.299999999999999,15.15,70.0,8.9981,17,66,83,office hour
1893,2011-03-24,summer,2011,3,15,0,Friday,1,2,12.299999999999999,14.395,70.0,16.997899999999998,13,77,90,office hour
1894,2011-03-24,summer,2011,3,16,0,Friday,1,2,12.299999999999999,14.395,65.0,15.001299999999999,6,78,84,office hour
1895,2011-03-24,summer,2011,3,17,0,Friday,1,2,12.299999999999999,14.395,70.0,15.001299999999999,12,221,233,office hour
1896,2011-03-24,summer,2011,3,18,0,Friday,1,2,12.299999999999999,13.635,61.0,19.999499999999998,17,197,214,non-office hour
1897,2011-03-24,summer,2011,3,19,0,Friday,1,1,12.299999999999999,13.635,56.00000000000001,26.0027,16,122,138,non-office hour
1898,2011-03-24,summer,2011,3,20,0,Friday,1,1,11.48,12.879999999999999,61.0,19.0012,8,110,118,non-office hour
1899,2011-03-24,summer,2011,3,21,0,Friday,1,1,10.66,12.879999999999999,65.0,15.001299999999999,11,67,78,non-office hour
1900,2011-03-24,summer,2011,3,22,0,Friday,1,1,10.66,12.879999999999999,65.0,11.0014,3,59,62,non-office hour
1901,2011-03-24,summer,2011,3,23,0,Friday,1,1,9.84,11.365,65.0,12.998000000000001,9,24,33,non-office hour
1902,2011-03-25,summer,2011,3,0,0,Saturday,1,1,9.84,11.365,60.0,12.998000000000001,1,17,18,non-office hour
1903,2011-03-25,summer,2011,3,1,0,Saturday,1,1,8.200000000000001,10.605,69.0,11.0014,0,5,5,non-office hour
1904,2011-03-25,summer,2011,3,2,0,Saturday,1,1,8.200000000000001,9.85,69.0,15.001299999999999,0,5,5,non-office hour
1905,2011-03-25,summer,2011,3,3,0,Saturday,1,1,8.200000000000001,11.365,69.0,7.0015,0,2,2,non-office hour
1906,2011-03-25,summer,2011,3,4,0,Saturday,1,1,7.38,10.605,74.0,7.0015,3,2,5,non-office hour
1907,2011-03-25,summer,2011,3,5,0,Saturday,1,1,7.38,9.85,74.0,11.0014,0,9,9,non-office hour
1908,2011-03-25,summer,2011,3,6,0,Saturday,1,1,7.38,9.09,74.0,15.001299999999999,0,32,32,non-office hour
1909,2011-03-25,summer,2011,3,7,0,Saturday,1,1,8.200000000000001,9.09,59.0,23.9994,4,100,104,non-office hour
1910,2011-03-25,summer,2011,3,8,0,Saturday,1,1,9.02,10.605,51.0,19.0012,9,228,237,non-office hour
1911,2011-03-25,summer,2011,3,9,0,Saturday,1,1,9.84,10.605,48.0,19.999499999999998,16,150,166,office hour
1912,2011-03-25,summer,2011,3,10,0,Saturday,1,1,10.66,12.879999999999999,48.0,0.0,15,53,68,office hour
1913,2011-03-25,summer,2011,3,11,0,Saturday,1,1,12.299999999999999,14.395,45.0,19.0012,17,58,75,office hour
1914,2011-03-25,summer,2011,3,12,0,Saturday,1,1,13.120000000000001,15.15,42.0,16.997899999999998,37,108,145,office hour
1915,2011-03-25,summer,2011,3,13,0,Saturday,1,1,13.120000000000001,15.909999999999998,39.0,12.998000000000001,34,104,138,office hour
1916,2011-03-25,summer,2011,3,14,0,Saturday,1,1,14.76,16.665,32.0,22.0028,30,103,133,office hour
1917,2011-03-25,summer,2011,3,15,0,Saturday,1,2,13.940000000000001,15.909999999999998,36.0,16.997899999999998,43,79,122,office hour
1918,2011-03-25,summer,2011,3,16,0,Saturday,1,2,13.940000000000001,15.15,34.0,19.999499999999998,23,127,150,office hour
1919,2011-03-25,summer,2011,3,17,0,Saturday,1,2,13.120000000000001,14.395,36.0,23.9994,23,202,225,office hour
1920,2011-03-25,summer,2011,3,18,0,Saturday,1,1,12.299999999999999,14.395,39.0,16.997899999999998,8,190,198,non-office hour
1921,2011-03-25,summer,2011,3,19,0,Saturday,1,2,12.299999999999999,14.395,36.0,19.0012,9,126,135,non-office hour
1922,2011-03-25,summer,2011,3,20,0,Saturday,1,2,12.299999999999999,15.15,39.0,8.9981,6,75,81,non-office hour
1923,2011-03-25,summer,2011,3,21,0,Saturday,1,2,12.299999999999999,15.15,39.0,11.0014,11,64,75,non-office hour
1924,2011-03-25,summer,2011,3,22,0,Saturday,1,2,11.48,12.879999999999999,38.0,22.0028,3,40,43,non-office hour
1925,2011-03-25,summer,2011,3,23,0,Saturday,1,2,10.66,12.120000000000001,38.0,19.0012,8,31,39,non-office hour
1926,2011-03-26,summer,2011,3,0,0,Sunday,0,2,10.66,12.120000000000001,38.0,19.0012,3,25,28,non-office hour
1927,2011-03-26,summer,2011,3,1,0,Sunday,0,1,10.66,11.365,38.0,19.999499999999998,3,24,27,non-office hour
1928,2011-03-26,summer,2011,3,2,0,Sunday,0,1,9.02,10.605,44.0,15.001299999999999,4,21,25,non-office hour
1929,2011-03-26,summer,2011,3,3,0,Sunday,0,1,8.200000000000001,9.85,47.0,12.998000000000001,2,7,9,non-office hour
1930,2011-03-26,summer,2011,3,4,0,Sunday,0,1,9.02,10.605,44.0,15.001299999999999,2,4,6,non-office hour
1931,2011-03-26,summer,2011,3,5,0,Sunday,0,1,8.200000000000001,9.85,51.0,12.998000000000001,0,8,8,non-office hour
1932,2011-03-26,summer,2011,3,6,0,Sunday,0,1,7.38,9.09,55.00000000000001,12.998000000000001,2,8,10,non-office hour
1933,2011-03-26,summer,2011,3,7,0,Sunday,0,1,8.200000000000001,9.85,51.0,12.998000000000001,18,23,41,non-office hour
1934,2011-03-26,summer,2011,3,8,0,Sunday,0,1,9.02,11.365,44.0,8.9981,24,42,66,non-office hour
1935,2011-03-26,summer,2011,3,9,0,Sunday,0,1,9.84,12.120000000000001,41.0,8.9981,32,68,100,office hour
1936,2011-03-26,summer,2011,3,10,0,Sunday,0,1,10.66,12.879999999999999,41.0,11.0014,32,93,125,office hour
1937,2011-03-26,summer,2011,3,11,0,Sunday,0,1,11.48,13.635,38.0,11.0014,75,93,168,office hour
1938,2011-03-26,summer,2011,3,12,0,Sunday,0,1,12.299999999999999,14.395,36.0,12.998000000000001,98,129,227,office hour
1939,2011-03-26,summer,2011,3,13,0,Sunday,0,1,13.120000000000001,15.15,33.0,15.001299999999999,94,145,239,office hour
1940,2011-03-26,summer,2011,3,14,0,Sunday,0,1,13.940000000000001,15.909999999999998,28.999999999999996,15.001299999999999,93,123,216,office hour
1941,2011-03-26,summer,2011,3,15,0,Sunday,0,1,13.940000000000001,16.665,28.999999999999996,12.998000000000001,110,109,219,office hour
1942,2011-03-26,summer,2011,3,16,0,Sunday,0,1,13.940000000000001,16.665,23.0,12.998000000000001,118,130,248,office hour
1943,2011-03-26,summer,2011,3,17,0,Sunday,0,1,13.120000000000001,15.15,24.0,15.001299999999999,102,101,203,office hour
1944,2011-03-26,summer,2011,3,18,0,Sunday,0,2,13.120000000000001,15.909999999999998,21.0,11.0014,64,89,153,non-office hour
1945,2011-03-26,summer,2011,3,19,0,Sunday,0,2,11.48,13.635,45.0,16.997899999999998,45,93,138,non-office hour
1946,2011-03-26,summer,2011,3,20,0,Sunday,0,2,11.48,13.635,45.0,16.997899999999998,18,67,85,non-office hour
1947,2011-03-26,summer,2011,3,21,0,Sunday,0,2,10.66,12.879999999999999,44.0,12.998000000000001,15,36,51,non-office hour
1948,2011-03-26,summer,2011,3,22,0,Sunday,0,2,11.48,13.635,41.0,15.001299999999999,17,46,63,non-office hour
1949,2011-03-26,summer,2011,3,23,0,Sunday,0,2,10.66,12.120000000000001,44.0,19.0012,10,31,41,non-office hour
1950,2011-03-27,summer,2011,3,0,0,Monday,0,2,10.66,12.879999999999999,41.0,11.0014,5,26,31,non-office hour
1951,2011-03-27,summer,2011,3,1,0,Monday,0,2,9.84,11.365,52.0,12.998000000000001,3,17,20,non-office hour
1952,2011-03-27,summer,2011,3,2,0,Monday,0,3,9.02,11.365,55.00000000000001,12.998000000000001,6,15,21,non-office hour
1953,2011-03-27,summer,2011,3,3,0,Monday,0,3,8.200000000000001,9.85,69.0,15.001299999999999,0,14,14,non-office hour
1954,2011-03-27,summer,2011,3,4,0,Monday,0,3,7.38,9.85,74.0,11.0014,1,5,6,non-office hour
1955,2011-03-27,summer,2011,3,6,0,Monday,0,3,6.5600000000000005,9.09,86.0,8.9981,0,2,2,non-office hour
1956,2011-03-27,summer,2011,3,7,0,Monday,0,3,6.5600000000000005,8.334999999999999,86.0,11.0014,0,7,7,non-office hour
1957,2011-03-27,summer,2011,3,8,0,Monday,0,1,8.200000000000001,9.85,69.0,15.001299999999999,6,8,14,non-office hour
1958,2011-03-27,summer,2011,3,9,0,Monday,0,1,9.02,11.365,55.00000000000001,8.9981,17,37,54,office hour
1959,2011-03-27,summer,2011,3,10,0,Monday,0,2,9.02,10.605,55.00000000000001,15.001299999999999,27,59,86,office hour
1960,2011-03-27,summer,2011,3,11,0,Monday,0,2,9.84,12.120000000000001,48.0,11.0014,23,85,108,office hour
1961,2011-03-27,summer,2011,3,12,0,Monday,0,2,10.66,12.879999999999999,44.0,15.001299999999999,43,120,163,office hour
1962,2011-03-27,summer,2011,3,13,0,Monday,0,1,12.299999999999999,14.395,39.0,15.001299999999999,47,100,147,office hour
1963,2011-03-27,summer,2011,3,14,0,Monday,0,1,13.120000000000001,15.909999999999998,36.0,11.0014,61,103,164,office hour
1964,2011-03-27,summer,2011,3,15,0,Monday,0,1,13.120000000000001,15.15,36.0,19.0012,61,111,172,office hour
1965,2011-03-27,summer,2011,3,16,0,Monday,0,1,13.940000000000001,16.665,34.0,0.0,45,98,143,office hour
1966,2011-03-27,summer,2011,3,17,0,Monday,0,1,13.120000000000001,15.15,31.0,16.997899999999998,50,109,159,office hour
1967,2011-03-27,summer,2011,3,18,0,Monday,0,1,12.299999999999999,14.395,33.0,12.998000000000001,32,105,137,non-office hour
1968,2011-03-27,summer,2011,3,19,0,Monday,0,1,12.299999999999999,14.395,31.0,15.001299999999999,23,80,103,non-office hour
1969,2011-03-27,summer,2011,3,20,0,Monday,0,1,11.48,13.635,36.0,11.0014,7,50,57,non-office hour
1970,2011-03-27,summer,2011,3,21,0,Monday,0,1,10.66,12.879999999999999,41.0,11.0014,7,29,36,non-office hour
1971,2011-03-27,summer,2011,3,22,0,Monday,0,1,10.66,12.879999999999999,41.0,11.0014,5,25,30,non-office hour
1972,2011-03-27,summer,2011,3,23,0,Monday,0,1,10.66,12.879999999999999,44.0,12.998000000000001,3,16,19,non-office hour
1973,2011-03-28,summer,2011,3,0,0,Tuesday,1,1,9.02,11.365,55.00000000000001,12.998000000000001,1,11,12,non-office hour
1974,2011-03-28,summer,2011,3,1,0,Tuesday,1,1,9.02,11.365,44.0,12.998000000000001,2,4,6,non-office hour
1975,2011-03-28,summer,2011,3,2,0,Tuesday,1,1,9.02,11.365,44.0,11.0014,0,5,5,non-office hour
1976,2011-03-28,summer,2011,3,3,0,Tuesday,1,1,9.02,11.365,44.0,11.0014,0,2,2,non-office hour
1977,2011-03-28,summer,2011,3,5,0,Tuesday,1,1,7.38,9.09,43.0,12.998000000000001,0,8,8,non-office hour
1978,2011-03-28,summer,2011,3,6,0,Tuesday,1,1,7.38,8.334999999999999,34.0,19.0012,0,40,40,non-office hour
1979,2011-03-28,summer,2011,3,7,0,Tuesday,1,1,8.200000000000001,9.09,32.0,22.0028,6,104,110,non-office hour
1980,2011-03-28,summer,2011,3,8,0,Tuesday,1,1,8.200000000000001,9.85,34.0,15.001299999999999,15,239,254,non-office hour
1981,2011-03-28,summer,2011,3,9,0,Tuesday,1,2,9.02,10.605,32.0,15.001299999999999,12,109,121,office hour
1982,2011-03-28,summer,2011,3,10,0,Tuesday,1,1,9.84,11.365,30.0,12.998000000000001,22,47,69,office hour
1983,2011-03-28,summer,2011,3,11,0,Tuesday,1,2,10.66,12.120000000000001,30.0,19.0012,18,39,57,office hour
1984,2011-03-28,summer,2011,3,12,0,Tuesday,1,2,10.66,13.635,25.0,0.0,8,71,79,office hour
1985,2011-03-28,summer,2011,3,13,0,Tuesday,1,2,12.299999999999999,14.395,24.0,15.001299999999999,14,69,83,office hour
1986,2011-03-28,summer,2011,3,14,0,Tuesday,1,1,13.120000000000001,15.15,22.0,15.001299999999999,15,65,80,office hour
1987,2011-03-28,summer,2011,3,15,0,Tuesday,1,1,13.120000000000001,15.15,24.0,19.0012,19,53,72,office hour
1988,2011-03-28,summer,2011,3,16,0,Tuesday,1,1,13.940000000000001,15.909999999999998,23.0,15.001299999999999,15,117,132,office hour
1989,2011-03-28,summer,2011,3,17,0,Tuesday,1,1,13.940000000000001,15.15,23.0,19.999499999999998,25,227,252,office hour
1990,2011-03-28,summer,2011,3,18,0,Tuesday,1,1,13.120000000000001,15.15,21.0,19.0012,21,220,241,non-office hour
1991,2011-03-28,summer,2011,3,19,0,Tuesday,1,1,12.299999999999999,15.15,22.0,8.9981,17,156,173,non-office hour
1992,2011-03-28,summer,2011,3,20,0,Tuesday,1,1,13.120000000000001,16.665,22.0,7.0015,5,107,112,non-office hour
1993,2011-03-28,summer,2011,3,21,0,Tuesday,1,1,13.120000000000001,16.665,21.0,8.9981,6,55,61,non-office hour
1994,2011-03-28,summer,2011,3,22,0,Tuesday,1,1,12.299999999999999,14.395,22.0,15.001299999999999,0,40,40,non-office hour
1995,2011-03-28,summer,2011,3,23,0,Tuesday,1,1,11.48,12.879999999999999,24.0,19.999499999999998,1,18,19,non-office hour
1996,2011-03-29,summer,2011,3,0,0,Wednesday,1,1,10.66,11.365,28.000000000000004,22.0028,1,15,16,non-office hour
1997,2011-03-29,summer,2011,3,1,0,Wednesday,1,1,9.84,10.605,32.0,19.999499999999998,0,4,4,non-office hour
1998,2011-03-29,summer,2011,3,2,0,Wednesday,1,1,9.84,10.605,32.0,19.999499999999998,0,3,3,non-office hour
1999,2011-03-29,summer,2011,3,3,0,Wednesday,1,1,9.84,10.605,32.0,19.999499999999998,2,1,3,non-office hour
2000,2011-03-29,summer,2011,3,4,0,Wednesday,1,1,8.200000000000001,10.605,44.0,11.0014,1,1,2,non-office hour
2001,2011-03-29,summer,2011,3,5,0,Wednesday,1,1,9.02,10.605,37.0,16.997899999999998,0,8,8,non-office hour
2002,2011-03-29,summer,2011,3,6,0,Wednesday,1,1,9.02,10.605,41.0,19.999499999999998,4,46,50,non-office hour
